#,Side,Entry Time,Exit Time,Entry Price,Exit Price,P&L,Duration,Entry Reason,Exit Reason
1,PUT,2025-09-08T09:50:00+05:30,2025-09-08T10:02:00+05:30,24817.85,24824.90,-7.05,12m0s,"1m PUT entry: EMA6(2482556) EMA9(2482643) < MA21(2482656), close=2481785","1m PUT exit: EMA6(2481826) crossed above EMA9(2481768), close=2482490"
2,CALL,2025-09-08T10:04:00+05:30,2025-09-08T10:09:00+05:30,24826.10,24810.95,-15.15,5m0s,"1m CALL entry: EMA6(2482282) EMA9(2482127) > MA21(2482080), close=2482610","1m CALL exit: EMA6(2482229) crossed below EMA9(2482251), close=2481095"
3,CALL,2025-09-08T10:11:00+05:30,2025-09-08T10:12:00+05:30,24828.25,24820.00,-8.25,1m0s,"1m CALL re-entry: EMA6(2482387) EMA9(2482353) > MA21(2482002), close=2482825","1m CALL exit: EMA6(2482277) crossed below EMA9(2482282), close=2482000"
4,PUT,2025-09-08T10:14:00+05:30,2025-09-08T10:40:00+05:30,24800.45,24798.20,2.25,26m0s,"1m PUT entry: EMA6(2481369) EMA9(2481622) < MA21(2481828), close=2480045","1m PUT exit: EMA6(2478796) crossed above EMA9(2478696), close=2479820"
5,CALL,2025-09-08T10:42:00+05:30,2025-09-08T10:50:00+05:30,24804.40,24792.55,-11.85,8m0s,"1m CALL entry: EMA6(2479492) EMA9(2479238) > MA21(2479040), close=2480440","1m CALL exit: EMA6(2479788) crossed below EMA9(2479806), close=2479255"
6,PUT,2025-09-08T10:54:00+05:30,2025-09-08T11:07:00+05:30,24785.95,24789.35,-3.40,13m0s,"1m PUT entry: EMA6(2479151) EMA9(2479313) < MA21(2479361), close=2478595","1m PUT exit: EMA6(2478665) crossed above EMA9(2478646), close=2478935"
7,CALL,2025-09-08T11:09:00+05:30,2025-09-08T11:24:00+05:30,24794.00,24801.70,7.70,15m0s,"1m CALL entry: EMA6(2478930) EMA9(2478843) > MA21(2478771), close=2479400","1m CALL exit: EMA6(2480590) crossed below EMA9(2480605), close=2480170"
8,CALL,2025-09-08T11:27:00+05:30,2025-09-08T11:50:00+05:30,24809.65,24818.95,9.30,23m0s,"1m CALL re-entry: EMA6(2480561) EMA9(2480558) > MA21(2480403), close=2480965","1m CALL exit: EMA6(2482090) crossed below EMA9(2482112), close=2481895"
9,PUT,2025-09-08T11:51:00+05:30,2025-09-08T12:01:00+05:30,24818.45,24821.85,-3.40,10m0s,"1m PUT entry: EMA6(2482020) EMA9(2482059) < MA21(2482067), close=2481845","1m PUT exit: EMA6(2481743) crossed above EMA9(2481720), close=2482185"
10,CALL,2025-09-08T12:03:00+05:30,2025-09-08T12:25:00+05:30,24823.10,24829.90,6.80,22m0s,"1m CALL entry: EMA6(2482050) EMA9(2481955) > MA21(2481939), close=2482310","1m CALL exit: EMA6(2483325) crossed below EMA9(2483344), close=2482990"
11,PUT,2025-09-08T12:26:00+05:30,2025-09-08T12:35:00+05:30,24824.05,24841.05,-17.00,9m0s,"1m PUT entry: EMA6(2483062) EMA9(2483156) < MA21(2483247), close=2482405","1m PUT exit: EMA6(2483209) crossed above EMA9(2483119), close=2484105"
12,CALL,2025-09-08T12:36:00+05:30,2025-09-08T12:52:00+05:30,24845.25,24849.40,4.15,16m0s,"1m CALL entry: EMA6(2483585) EMA9(2483400) > MA21(2483227), close=2484525","1m CALL exit: EMA6(2485393) crossed below EMA9(2485426), close=2484940"
13,CALL,2025-09-08T12:54:00+05:30,2025-09-08T13:18:00+05:30,24858.05,24856.70,-1.35,24m0s,"1m CALL re-entry: EMA6(2485499) EMA9(2485487) > MA21(2485359), close=2485805","1m CALL exit: EMA6(2486190) crossed below EMA9(2486243), close=2485670"
14,PUT,2025-09-08T13:19:00+05:30,2025-09-08T13:30:00+05:30,24853.10,24859.90,-6.80,11m0s,"1m PUT entry: EMA6(2485938) EMA9(2486057) < MA21(2486194), close=2485310","1m PUT exit: EMA6(2485444) crossed above EMA9(2485425), close=2485990"
15,PUT,2025-09-08T13:35:00+05:30,2025-09-08T13:36:00+05:30,24850.80,24858.25,-7.45,1m0s,"1m PUT entry: EMA6(2485473) EMA9(2485487) < MA21(2485545), close=2485080","1m PUT exit: EMA6(2485573) crossed above EMA9(2485555), close=2485825"
16,CALL,2025-09-08T13:38:00+05:30,2025-09-08T13:40:00+05:30,24857.20,24849.55,-7.65,2m0s,"1m CALL re-entry: EMA6(2485580) EMA9(2485563) > MA21(2485428), close=2485720","1m CALL exit: EMA6(2485377) crossed below EMA9(2485425), close=2484955"
17,PUT,2025-09-08T13:41:00+05:30,2025-09-08T13:57:00+05:30,24848.35,24850.70,-2.35,16m0s,"1m PUT entry: EMA6(2485222) EMA9(2485307) < MA21(2485392), close=2484835","1m PUT exit: EMA6(2484516) crossed above EMA9(2484458), close=2485070"
18,CALL,2025-09-08T13:58:00+05:30,2025-09-08T14:04:00+05:30,24854.65,24839.65,-15.00,6m0s,"1m CALL entry: EMA6(2484787) EMA9(2484660) > MA21(2484616), close=2485465","1m CALL exit: EMA6(2484668) crossed below EMA9(2484710), close=2483965"
19,PUT,2025-09-08T14:06:00+05:30,2025-09-08T14:10:00+05:30,24831.40,24849.85,-18.45,4m0s,"1m PUT entry: EMA6(2483981) EMA9(2484193) < MA21(2484374), close=2483140","1m PUT exit: EMA6(2484419) crossed above EMA9(2484375), close=2484985"
20,CALL,2025-09-08T14:13:00+05:30,2025-09-08T14:45:00+05:30,24851.20,24864.10,12.90,32m0s,"1m CALL entry: EMA6(2484706) EMA9(2484603) > MA21(2484532), close=2485120","1m CALL exit: EMA6(2487163) crossed below EMA9(2487241), close=2486410"
21,PUT,2025-09-08T14:46:00+05:30,2025-09-08T15:17:00+05:30,24844.90,24778.95,65.95,31m0s,"1m PUT entry: EMA6(2486399) EMA9(2486690) < MA21(2486992), close=2484490","1m PUT exit: EMA6(2476968) crossed above EMA9(2476952), close=2477895"
22,CALL,2025-09-08T15:21:00+05:30,2025-09-08T15:29:00+05:30,24774.25,24791.20,16.95,8m0s,"1m CALL entry: EMA6(2477219) EMA9(2477164) > MA21(2477040), close=2477425",end of day (15:29 close)
23,PUT,2025-09-09T09:39:00+05:30,2025-09-09T09:44:00+05:30,24847.40,24854.75,-7.35,5m0s,"1m PUT re-entry: EMA6(2484877) EMA9(2484888) < MA21(2485306), close=2484740","1m PUT exit: EMA6(2484964) crossed above EMA9(2484910), close=2485475"
24,PUT,2025-09-09T09:59:00+05:30,2025-09-09T10:27:00+05:30,24847.25,24832.40,14.85,28m0s,"1m PUT entry: EMA6(2485049) EMA9(2485121) < MA21(2485161), close=2484725","1m PUT exit: EMA6(2482691) crossed above EMA9(2482680), close=2483240"
25,CALL,2025-09-09T10:30:00+05:30,2025-09-09T10:32:00+05:30,24830.95,24825.95,-5.00,2m0s,"1m CALL entry: EMA6(2482895) EMA9(2482840) > MA21(2482790), close=2483095","1m CALL exit: EMA6(2482735) crossed below EMA9(2482741), close=2482595"
26,CALL,2025-09-09T10:33:00+05:30,2025-09-09T10:39:00+05:30,24828.95,24819.10,-9.85,6m0s,"1m CALL re-entry: EMA6(2482781) EMA9(2482772) > MA21(2482631), close=2482895","1m CALL exit: EMA6(2482611) crossed below EMA9(2482687), close=2481910"
27,PUT,2025-09-09T10:52:00+05:30,2025-09-09T10:57:00+05:30,24822.45,24827.40,-4.95,5m0s,"1m PUT entry: EMA6(2482443) EMA9(2482429) < MA21(2482507), close=2482245","1m PUT exit: EMA6(2482307) crossed above EMA9(2482302), close=2482740"
28,CALL,2025-09-09T10:58:00+05:30,2025-09-09T11:15:00+05:30,24828.70,24834.85,6.15,17m0s,"1m CALL entry: EMA6(2482468) EMA9(2482415) > MA21(2482320), close=2482870","1m CALL exit: EMA6(2483804) crossed below EMA9(2483830), close=2483485"
29,PUT,2025-09-09T11:17:00+05:30,2025-09-09T11:20:00+05:30,24836.40,24841.85,-5.45,3m0s,"1m PUT entry: EMA6(2483747) EMA9(2483780) < MA21(2483840), close=2483640","1m PUT exit: EMA6(2483828) crossed above EMA9(2483815), close=2484185"
30,CALL,2025-09-09T11:21:00+05:30,2025-09-09T11:30:00+05:30,24847.95,24836.70,-11.25,9m0s,"1m CALL entry: EMA6(2484104) EMA9(2484011) > MA21(2483983), close=2484795","1m CALL exit: EMA6(2484307) crossed below EMA9(2484383), close=2483670"
31,PUT,2025-09-09T11:31:00+05:30,2025-09-09T11:36:00+05:30,24834.25,24851.25,-17.00,5m0s,"1m PUT entry: EMA6(2484055) EMA9(2484191) < MA21(2484207), close=2483425","1m PUT exit: EMA6(2484324) crossed above EMA9(2484273), close=2485125"
32,CALL,2025-09-09T11:37:00+05:30,2025-09-09T11:46:00+05:30,24846.30,24843.85,-2.45,9m0s,"1m CALL entry: EMA6(2484412) EMA9(2484344) > MA21(2484336), close=2484630","1m CALL exit: EMA6(2484469) crossed below EMA9(2484471), close=2484385"
33,CALL,2025-09-09T11:47:00+05:30,2025-09-09T11:48:00+05:30,24845.95,24843.00,-2.95,1m0s,"1m CALL re-entry: EMA6(2484505) EMA9(2484496) > MA21(2484348), close=2484595","1m CALL exit: EMA6(2484446) crossed below EMA9(2484457), close=2484300"
34,CALL,2025-09-09T11:51:00+05:30,2025-09-09T12:02:00+05:30,24846.90,24839.30,-7.60,11m0s,"1m CALL entry: EMA6(2484382) EMA9(2484391) > MA21(2484354), close=2484690","1m CALL exit: EMA6(2484190) crossed below EMA9(2484220), close=2483930"
35,CALL,2025-09-09T12:16:00+05:30,2025-09-09T12:28:00+05:30,24848.40,24846.35,-2.05,12m0s,"1m CALL entry: EMA6(2484008) EMA9(2483780) > MA21(2483557), close=2484840","1m CALL exit: EMA6(2484793) crossed below EMA9(2484794), close=2484635"
36,PUT,2025-09-09T12:31:00+05:30,2025-09-09T12:34:00+05:30,24844.35,24853.05,-8.70,3m0s,"1m PUT entry: EMA6(2484398) EMA9(2484481) < MA21(2484571), close=2484435","1m PUT exit: EMA6(2484781) crossed above EMA9(2484719), close=2485305"
37,CALL,2025-09-09T12:36:00+05:30,2025-09-09T12:41:00+05:30,24852.40,24848.20,-4.20,5m0s,"1m CALL entry: EMA6(2484993) EMA9(2484896) > MA21(2484863), close=2485240","1m CALL exit: EMA6(2484858) crossed below EMA9(2484860), close=2484820"
38,CALL,2025-09-09T12:42:00+05:30,2025-09-09T12:55:00+05:30,24850.85,24847.05,-3.80,13m0s,"1m CALL re-entry: EMA6(2484923) EMA9(2484905) > MA21(2484830), close=2485085","1m CALL exit: EMA6(2485664) crossed below EMA9(2485762), close=2484705"
39,PUT,2025-09-09T12:56:00+05:30,2025-09-09T13:02:00+05:30,24844.55,24856.05,-11.50,6m0s,"1m PUT entry: EMA6(2485319) EMA9(2485501) < MA21(2485552), close=2484455","1m PUT exit: EMA6(2485496) crossed above EMA9(2485487), close=2485605"
40,CALL,2025-09-09T13:08:00+05:30,2025-09-09T13:14:00+05:30,24860.55,24854.80,-5.75,6m0s,"1m CALL entry: EMA6(2485886) EMA9(2485817) > MA21(2485750), close=2486055","1m CALL exit: EMA6(2485735) crossed below EMA9(2485761), close=2485480"
41,CALL,2025-09-09T13:16:00+05:30,2025-09-09T13:23:00+05:30,24858.00,24855.15,-2.85,7m0s,"1m CALL entry: EMA6(2485621) EMA9(2485661) > MA21(2485607), close=2485800","1m CALL exit: EMA6(2485735) crossed below EMA9(2485749), close=2485515"
42,CALL,2025-09-09T13:26:00+05:30,2025-09-09T13:43:00+05:30,24860.60,24857.35,-3.25,17m0s,"1m CALL entry: EMA6(2485866) EMA9(2485839) > MA21(2485811), close=2486060","1m CALL exit: EMA6(2486342) crossed below EMA9(2486401), close=2485735"
43,PUT,2025-09-09T13:44:00+05:30,2025-09-09T13:56:00+05:30,24858.50,24863.85,-5.35,12m0s,"1m PUT entry: EMA6(2486201) EMA9(2486291) < MA21(2486373), close=2485850","1m PUT exit: EMA6(2486058) crossed above EMA9(2486028), close=2486385"
44,CALL,2025-09-09T13:58:00+05:30,2025-09-09T14:00:00+05:30,24860.75,24853.25,-7.50,2m0s,"1m CALL entry: EMA6(2486128) EMA9(2486093) > MA21(2486081), close=2486075","1m CALL exit: EMA6(2485851) crossed below EMA9(2485908), close=2485325"
45,CALL,2025-09-09T14:03:00+05:30,2025-09-09T14:17:00+05:30,24868.35,24864.65,-3.70,14m0s,"1m CALL entry: EMA6(2486146) EMA9(2486076) > MA21(2485933), close=2486835","1m CALL exit: EMA6(2486972) crossed below EMA9(2486985), close=2486465"
46,PUT,2025-09-09T14:22:00+05:30,2025-09-09T14:26:00+05:30,24870.00,24885.25,-15.25,4m0s,"1m PUT entry: EMA6(2486893) EMA9(2486902) < MA21(2486957), close=2487000","1m PUT exit: EMA6(2486999) crossed above EMA9(2486917), close=2488525"
47,CALL,2025-09-09T14:27:00+05:30,2025-09-09T14:34:00+05:30,24888.05,24872.00,-16.05,7m0s,"1m CALL entry: EMA6(2487515) EMA9(2487294) > MA21(2487005), close=2488805","1m CALL exit: EMA6(2487503) crossed below EMA9(2487512), close=2487200"
48,PUT,2025-09-09T14:35:00+05:30,2025-09-09T14:50:00+05:30,24845.70,24860.85,-15.15,15m0s,"1m PUT entry: EMA6(2486665) EMA9(2486924) < MA21(2487098), close=2484570","1m PUT exit: EMA6(2485539) crossed above EMA9(2485483), close=2486085"
49,CALL,2025-09-09T14:54:00+05:30,2025-09-09T15:08:00+05:30,24875.35,24861.40,-13.95,14m0s,"1m CALL entry: EMA6(2486081) EMA9(2485886) > MA21(2485512), close=2487535","1m CALL exit: EMA6(2486353) crossed below EMA9(2486361), close=2486140"
50,PUT,2025-09-09T15:09:00+05:30,2025-09-09T15:10:00+05:30,24857.70,24870.95,-13.25,1m0s,"1m PUT entry: EMA6(2486186) EMA9(2486243) < MA21(2486281), close=2485770","1m PUT exit: EMA6(2486446) crossed above EMA9(2486413), close=2487095"
51,PUT,2025-09-09T15:13:00+05:30,2025-09-09T15:14:00+05:30,24856.45,24870.35,-13.90,1m0s,"1m PUT entry: EMA6(2486352) EMA9(2486390) < MA21(2486472), close=2485645","1m PUT exit: EMA6(2486547) crossed above EMA9(2486519), close=2487035"
52,CALL,2025-09-09T15:15:00+05:30,2025-09-09T15:29:00+05:30,24871.00,24878.80,7.80,14m0s,"1m CALL entry: EMA6(2486705) EMA9(2486635) > MA21(2486520), close=2487100",end of day (15:29 close)
53,PUT,2025-09-10T09:53:00+05:30,2025-09-10T09:57:00+05:30,24992.50,25002.20,-9.70,4m0s,"1m PUT entry: EMA6(2499765) EMA9(2499884) < MA21(2499895), close=2499250","1m PUT exit: EMA6(2500015) crossed above EMA9(2499990), close=2500220"
54,CALL,2025-09-10T10:02:00+05:30,2025-09-10T10:11:00+05:30,25004.65,25000.85,-3.80,9m0s,"1m CALL entry: EMA6(2500369) EMA9(2500289) > MA21(2500270), close=2500465","1m CALL exit: EMA6(2500480) crossed below EMA9(2500512), close=2500085"
55,CALL,2025-09-10T10:17:00+05:30,2025-09-10T10:35:00+05:30,25007.70,25016.70,9.00,18m0s,"1m CALL entry: EMA6(2500615) EMA9(2500591) > MA21(2500558), close=2500770","1m CALL exit: EMA6(2502175) crossed below EMA9(2502206), close=2501670"
56,PUT,2025-09-10T10:38:00+05:30,2025-09-10T10:54:00+05:30,25009.65,25008.65,1.00,16m0s,"1m PUT entry: EMA6(2501559) EMA9(2501728) < MA21(2501863), close=2500965","1m PUT exit: EMA6(2500195) crossed above EMA9(2500117), close=2500865"
57,CALL,2025-09-10T10:56:00+05:30,2025-09-10T11:13:00+05:30,25007.85,25015.85,8.00,17m0s,"1m CALL entry: EMA6(2500425) EMA9(2500311) > MA21(2500266), close=2500785","1m CALL exit: EMA6(2501854) crossed below EMA9(2501859), close=2501585"
58,PUT,2025-09-10T11:16:00+05:30,2025-09-10T11:35:00+05:30,25012.35,24992.95,19.40,19m0s,"1m PUT entry: EMA6(2501437) EMA9(2501537) < MA21(2501636), close=2501235","1m PUT exit: EMA6(2498986) crossed above EMA9(2498968), close=2499295"
59,CALL,2025-09-10T11:36:00+05:30,2025-09-10T11:44:00+05:30,24989.75,24988.90,-0.85,8m0s,"1m CALL entry: EMA6(2498983) EMA9(2498970) > MA21(2498927), close=2498975","1m CALL exit: EMA6(2499153) crossed below EMA9(2499183), close=2498890"
60,PUT,2025-09-10T11:45:00+05:30,2025-09-10T11:56:00+05:30,24984.20,24984.75,-0.55,11m0s,"1m PUT entry: EMA6(2498943) EMA9(2499030) < MA21(2499084), close=2498420","1m PUT exit: EMA6(2498327) crossed above EMA9(2498323), close=2498475"
61,PUT,2025-09-10T11:57:00+05:30,2025-09-10T12:08:00+05:30,24982.50,24980.40,2.10,11m0s,"1m PUT re-entry: EMA6(2498305) EMA9(2498308) < MA21(2498605), close=2498250","1m PUT exit: EMA6(2497703) crossed above EMA9(2497695), close=2498040"
62,CALL,2025-09-10T12:09:00+05:30,2025-09-10T12:22:00+05:30,24989.85,24985.60,-4.25,13m0s,"1m CALL entry: EMA6(2498069) EMA9(2497953) > MA21(2497904), close=2498985","1m CALL exit: EMA6(2498918) crossed below EMA9(2498946), close=2498560"
63,CALL,2025-09-10T12:25:00+05:30,2025-09-10T12:33:00+05:30,24993.30,24991.65,-1.65,8m0s,"1m CALL re-entry: EMA6(2499013) EMA9(2498997) > MA21(2498831), close=2499330","1m CALL exit: EMA6(2499222) crossed below EMA9(2499225), close=2499165"
64,PUT,2025-09-10T12:34:00+05:30,2025-09-10T12:46:00+05:30,24989.60,24986.45,3.15,12m0s,"1m PUT entry: EMA6(2499147) EMA9(2499172) < MA21(2499199), close=2498960","1m PUT exit: EMA6(2498396) crossed above EMA9(2498377), close=2498645"
65,PUT,2025-09-10T12:48:00+05:30,2025-09-10T13:08:00+05:30,24980.70,24978.65,2.05,20m0s,"1m PUT re-entry: EMA6(2498283) EMA9(2498304) < MA21(2498541), close=2498070","1m PUT exit: EMA6(2497504) crossed above EMA9(2497469), close=2497865"
66,PUT,2025-09-10T13:11:00+05:30,2025-09-10T13:25:00+05:30,24973.70,24963.40,10.30,14m0s,"1m PUT re-entry: EMA6(2497422) EMA9(2497424) < MA21(2497452), close=2497370","1m PUT exit: EMA6(2495765) crossed above EMA9(2495745), close=2496340"
67,CALL,2025-09-10T13:29:00+05:30,2025-09-10T13:32:00+05:30,24967.00,24956.80,-10.20,3m0s,"1m CALL entry: EMA6(2496321) EMA9(2496190) > MA21(2496054), close=2496700","1m CALL exit: EMA6(2495984) crossed below EMA9(2496003), close=2495680"
68,PUT,2025-09-10T13:36:00+05:30,2025-09-10T13:41:00+05:30,24952.40,24961.90,-9.50,5m0s,"1m PUT entry: EMA6(2495576) EMA9(2495677) < MA21(2495687), close=2495240","1m PUT exit: EMA6(2495752) crossed above EMA9(2495717), close=2496190"
69,CALL,2025-09-10T13:43:00+05:30,2025-09-10T13:50:00+05:30,24962.70,24955.90,-6.80,7m0s,"1m CALL entry: EMA6(2496006) EMA9(2495916) > MA21(2495885), close=2496270","1m CALL exit: EMA6(2495937) crossed below EMA9(2495975), close=2495590"
70,CALL,2025-09-10T13:56:00+05:30,2025-09-10T13:58:00+05:30,24961.25,24955.80,-5.45,2m0s,"1m CALL re-entry: EMA6(2496007) EMA9(2496002) > MA21(2495939), close=2496125","1m CALL exit: EMA6(2495951) crossed below EMA9(2495970), close=2495580"
71,CALL,2025-09-10T14:06:00+05:30,2025-09-10T14:14:00+05:30,24974.20,24962.85,-11.35,8m0s,"1m CALL entry: EMA6(2496196) EMA9(2496067) > MA21(2495955), close=2497420","1m CALL exit: EMA6(2496598) crossed below EMA9(2496602), close=2496285"
72,PUT,2025-09-10T14:18:00+05:30,2025-09-10T14:35:00+05:30,24949.90,24950.25,-0.35,17m0s,"1m PUT entry: EMA6(2495853) EMA9(2496045) < MA21(2496235), close=2494990","1m PUT exit: EMA6(2494574) crossed above EMA9(2494574), close=2495025"
73,CALL,2025-09-10T14:37:00+05:30,2025-09-10T14:40:00+05:30,24952.80,24941.00,-11.80,3m0s,"1m CALL entry: EMA6(2494854) EMA9(2494776) > MA21(2494668), close=2495280","1m CALL exit: EMA6(2494665) crossed below EMA9(2494687), close=2494100"
74,PUT,2025-09-10T14:41:00+05:30,2025-09-10T14:47:00+05:30,24934.85,24948.35,-13.50,6m0s,"1m PUT entry: EMA6(2494328) EMA9(2494446) < MA21(2494570), close=2493485","1m PUT exit: EMA6(2494195) crossed above EMA9(2494119), close=2494835"
75,CALL,2025-09-10T14:49:00+05:30,2025-09-10T14:56:00+05:30,24948.90,24934.10,-14.80,7m0s,"1m CALL entry: EMA6(2494555) EMA9(2494412) > MA21(2494334), close=2494890","1m CALL exit: EMA6(2494727) crossed below EMA9(2494761), close=2493410"
76,CALL,2025-09-10T15:00:00+05:30,2025-09-10T15:26:00+05:30,24950.95,24976.45,25.50,26m0s,"1m CALL entry: EMA6(2494555) EMA9(2494580) > MA21(2494385), close=2495095","1m CALL exit: EMA6(2497827) crossed below EMA9(2497844), close=2497645"
77,CALL,2025-09-10T15:27:00+05:30,2025-09-10T15:28:00+05:30,24980.10,24978.45,-1.65,1m0s,"1m CALL re-entry: EMA6(2497879) EMA9(2497878) > MA21(2497798), close=2498010","1m CALL exit: EMA6(2497870) crossed below EMA9(2497871), close=2497845"
78,PUT,2025-09-11T09:15:00+05:30,2025-09-11T09:18:00+05:30,24959.20,24992.70,-33.50,3m0s,"1m PUT entry: EMA6(2497289) EMA9(2497462) < MA21(2497777), close=2495920","1m PUT exit: EMA6(2497531) crossed above EMA9(2497507), close=2499270"
79,CALL,2025-09-11T09:19:00+05:30,2025-09-11T09:29:00+05:30,25000.80,24985.45,-15.35,10m0s,"1m CALL entry: EMA6(2498259) EMA9(2498022) > MA21(2497878), close=2500080","1m CALL exit: EMA6(2499509) crossed below EMA9(2499521), close=2498545"
80,PUT,2025-09-11T09:32:00+05:30,2025-09-11T09:38:00+05:30,24982.40,24993.75,-11.35,6m0s,"1m PUT entry: EMA6(2498576) EMA9(2498793) < MA21(2498828), close=2498240","1m PUT exit: EMA6(2498630) crossed above EMA9(2498627), close=2499375"
81,PUT,2025-09-11T09:40:00+05:30,2025-09-11T09:50:00+05:30,24975.35,24984.00,-8.65,10m0s,"1m PUT re-entry: EMA6(2498402) EMA9(2498476) < MA21(2499096), close=2497535","1m PUT exit: EMA6(2498067) crossed above EMA9(2498045), close=2498400"
82,CALL,2025-09-11T09:52:00+05:30,2025-09-11T09:56:00+05:30,24987.75,24979.40,-8.35,4m0s,"1m CALL entry: EMA6(2498274) EMA9(2498198) > MA21(2498153), close=2498775","1m CALL exit: EMA6(2498175) crossed below EMA9(2498187), close=2497940"
83,PUT,2025-09-11T09:57:00+05:30,2025-09-11T10:00:00+05:30,24975.95,24984.55,-8.60,3m0s,"1m PUT entry: EMA6(2498009) EMA9(2498068) < MA21(2498137), close=2497595","1m PUT exit: EMA6(2498123) crossed above EMA9(2498116), close=2498455"
84,PUT,2025-09-11T10:01:00+05:30,2025-09-11T10:16:00+05:30,24974.60,24971.90,2.70,15m0s,"1m PUT entry: EMA6(2497934) EMA9(2497985) < MA21(2498010), close=2497460","1m PUT exit: EMA6(2496678) crossed above EMA9(2496634), close=2497190"
85,CALL,2025-09-11T10:19:00+05:30,2025-09-11T10:45:00+05:30,24977.35,24975.25,-2.10,26m0s,"1m CALL entry: EMA6(2497137) EMA9(2496997) > MA21(2496832), close=2497735","1m CALL exit: EMA6(2498230) crossed below EMA9(2498311), close=2497525"
86,PUT,2025-09-11T10:46:00+05:30,2025-09-11T11:02:00+05:30,24977.30,24985.15,-7.85,16m0s,"1m PUT entry: EMA6(2498087) EMA9(2498195) < MA21(2498309), close=2497730","1m PUT exit: EMA6(2498060) crossed above EMA9(2498022), close=2498515"
87,CALL,2025-09-11T11:03:00+05:30,2025-09-11T11:13:00+05:30,24987.90,24981.15,-6.75,10m0s,"1m CALL entry: EMA6(2498268) EMA9(2498175) > MA21(2498082), close=2498790","1m CALL exit: EMA6(2498346) crossed below EMA9(2498364), close=2498115"
88,CALL,2025-09-11T11:17:00+05:30,2025-09-11T11:23:00+05:30,24985.85,24974.95,-10.90,6m0s,"1m CALL re-entry: EMA6(2498353) EMA9(2498347) > MA21(2498272), close=2498585","1m CALL exit: EMA6(2498177) crossed below EMA9(2498250), close=2497495"
89,PUT,2025-09-11T11:50:00+05:30,2025-09-11T11:51:00+05:30,24961.95,24968.45,-6.50,1m0s,"1m PUT re-entry: EMA6(2496596) EMA9(2496615) < MA21(2496788), close=2496195","1m PUT exit: EMA6(2496667) crossed above EMA9(2496661), close=2496845"
90,CALL,2025-09-11T11:53:00+05:30,2025-09-11T11:54:00+05:30,24967.70,24963.85,-3.85,1m0s,"1m CALL entry: EMA6(2496726) EMA9(2496707) > MA21(2496667), close=2496770","1m CALL exit: EMA6(2496628) crossed below EMA9(2496642), close=2496385"
91,CALL,2025-09-11T11:57:00+05:30,2025-09-11T12:38:00+05:30,24969.70,24999.10,29.40,41m0s,"1m CALL re-entry: EMA6(2496727) EMA9(2496705) > MA21(2496570), close=2496970","1m CALL exit: EMA6(2500282) crossed below EMA9(2500314), close=2499910"
92,CALL,2025-09-11T12:41:00+05:30,2025-09-11T12:43:00+05:30,25005.50,25001.20,-4.30,2m0s,"1m CALL re-entry: EMA6(2500342) EMA9(2500335) > MA21(2500242), close=2500550","1m CALL exit: EMA6(2500327) crossed below EMA9(2500331), close=2500120"
93,CALL,2025-09-11T12:54:00+05:30,2025-09-11T13:12:00+05:30,25005.85,25005.80,-0.05,18m0s,"1m CALL entry: EMA6(2500240) EMA9(2500161) > MA21(2500138), close=2500585","1m CALL exit: EMA6(2500808) crossed below EMA9(2500821), close=2500580"
94,PUT,2025-09-11T13:16:00+05:30,2025-09-11T13:28:00+05:30,25005.60,25002.60,3.00,12m0s,"1m PUT entry: EMA6(2500697) EMA9(2500729) < MA21(2500789), close=2500560","1m PUT exit: EMA6(2499900) crossed above EMA9(2499892), close=2500260"
95,CALL,2025-09-11T13:30:00+05:30,2025-09-11T13:57:00+05:30,25009.25,25002.15,-7.10,27m0s,"1m CALL entry: EMA6(2500417) EMA9(2500276) > MA21(2500207), close=2500925","1m CALL exit: EMA6(2501145) crossed below EMA9(2501232), close=2500215"
96,PUT,2025-09-11T13:58:00+05:30,2025-09-11T14:09:00+05:30,25006.55,25012.55,-6.00,11m0s,"1m PUT entry: EMA6(2501005) EMA9(2501116) < MA21(2501235), close=2500655","1m PUT exit: EMA6(2501119) crossed above EMA9(2501103), close=2501255"
97,CALL,2025-09-11T14:12:00+05:30,2025-09-11T14:17:00+05:30,25010.15,25005.95,-4.20,5m0s,"1m CALL entry: EMA6(2501107) EMA9(2501103) > MA21(2501100), close=2501015","1m CALL exit: EMA6(2501145) crossed below EMA9(2501161), close=2500595"
98,CALL,2025-09-11T14:18:00+05:30,2025-09-11T14:30:00+05:30,25015.80,24998.50,-17.30,12m0s,"1m CALL re-entry: EMA6(2501269) EMA9(2501245) > MA21(2501113), close=2501580","1m CALL exit: EMA6(2501447) crossed below EMA9(2501582), close=2499850"
99,PUT,2025-09-11T14:31:00+05:30,2025-09-11T14:39:00+05:30,24988.80,25022.50,-33.70,8m0s,"1m PUT entry: EMA6(2500714) EMA9(2501041) < MA21(2501475), close=2498880","1m PUT exit: EMA6(2500995) crossed above EMA9(2500880), close=2502250"
100,CALL,2025-09-11T14:43:00+05:30,2025-09-11T14:51:00+05:30,25013.40,25010.90,-2.50,8m0s,"1m CALL entry: EMA6(2501214) EMA9(2501119) > MA21(2501083), close=2501340","1m CALL exit: EMA6(2501683) crossed below EMA9(2501703), close=2501090"
