#,Side,Entry Time,Exit Time,Entry Price,Exit Price,P&L,Duration,Entry Reason,Exit Reason
1426,PUT,2025-12-12T13:26:00+05:30,2025-12-12T13:38:00+05:30,26025.50,26020.05,5.45,12m0s,"1m PUT entry: EMA6(2602557) EMA9(2602630) < MA21(2602649), close=2602550","1m PUT exit: EMA6(2601920) crossed above EMA9(2601916), close=2602005"
1427,CALL,2025-12-12T13:41:00+05:30,2025-12-12T14:16:00+05:30,26026.50,26040.70,14.20,35m0s,"1m CALL entry: EMA6(2602238) EMA9(2602151) > MA21(2602072), close=2602650","1m CALL exit: EMA6(2604381) crossed below EMA9(2604396), close=2604070"
1428,PUT,2025-12-12T14:21:00+05:30,2025-12-12T14:55:00+05:30,26042.60,26026.55,16.05,34m0s,"1m PUT entry: EMA6(2604252) EMA9(2604283) < MA21(2604326), close=2604260","1m PUT exit: EMA6(2602345) crossed above EMA9(2602328), close=2602655"
1429,CALL,2025-12-12T14:56:00+05:30,2025-12-12T15:17:00+05:30,26029.85,26045.10,15.25,21m0s,"1m CALL entry: EMA6(2602528) EMA9(2602459) > MA21(2602410), close=2602985","1m CALL exit: EMA6(2604816) crossed below EMA9(2604836), close=2604510"
1430,PUT,2025-12-12T15:20:00+05:30,2025-12-12T15:24:00+05:30,26044.30,26050.55,-6.25,4m0s,"1m PUT entry: EMA6(2604640) EMA9(2604696) < MA21(2604773), close=2604430","1m PUT exit: EMA6(2604702) crossed above EMA9(2604689), close=2605055"
1431,PUT,2025-12-12T15:27:00+05:30,2025-12-12T15:29:00+05:30,26042.70,26043.00,-0.30,2m0s,"1m PUT re-entry: EMA6(2604694) EMA9(2604704) < MA21(2604872), close=2604270",end of day (15:29 close)
1432,PUT,2025-12-15T09:40:00+05:30,2025-12-15T09:41:00+05:30,25922.70,25930.45,-7.75,1m0s,"1m PUT re-entry: EMA6(2592528) EMA9(2592554) < MA21(2592775), close=2592270","1m PUT exit: EMA6(2592676) crossed above EMA9(2592652), close=2593045"
1433,CALL,2025-12-15T09:42:00+05:30,2025-12-15T09:43:00+05:30,25924.60,25918.50,-6.10,1m0s,"1m CALL entry: EMA6(2592614) EMA9(2592613) > MA21(2592569), close=2592460","1m CALL exit: EMA6(2592396) crossed below EMA9(2592461), close=2591850"
1434,CALL,2025-12-15T09:47:00+05:30,2025-12-15T10:11:00+05:30,25934.70,25944.40,9.70,24m0s,"1m CALL entry: EMA6(2592326) EMA9(2592303) > MA21(2592248), close=2593470","1m CALL exit: EMA6(2594912) crossed below EMA9(2594947), close=2594440"
1435,CALL,2025-12-15T10:12:00+05:30,2025-12-15T10:36:00+05:30,25954.95,25962.10,7.15,24m0s,"1m CALL re-entry: EMA6(2595079) EMA9(2595057) > MA21(2594804), close=2595495","1m CALL exit: EMA6(2597124) crossed below EMA9(2597168), close=2596210"
1436,PUT,2025-12-15T10:37:00+05:30,2025-12-15T10:45:00+05:30,25958.40,25970.60,-12.20,8m0s,"1m PUT entry: EMA6(2596757) EMA9(2596903) < MA21(2597004), close=2595840","1m PUT exit: EMA6(2596540) crossed above EMA9(2596480), close=2597060"
1437,CALL,2025-12-15T10:48:00+05:30,2025-12-15T11:03:00+05:30,25985.75,25982.30,-3.45,15m0s,"1m CALL entry: EMA6(2597377) EMA9(2597122) > MA21(2596891), close=2598575","1m CALL exit: EMA6(2598729) crossed below EMA9(2598743), close=2598230"
1438,PUT,2025-12-15T11:06:00+05:30,2025-12-15T11:26:00+05:30,25983.40,25981.10,2.30,20m0s,"1m PUT entry: EMA6(2598562) EMA9(2598615) < MA21(2598673), close=2598340","1m PUT exit: EMA6(2597777) crossed above EMA9(2597739), close=2598110"
1439,CALL,2025-12-15T11:27:00+05:30,2025-12-15T11:34:00+05:30,25988.35,25967.80,-20.55,7m0s,"1m CALL entry: EMA6(2598079) EMA9(2597958) > MA21(2597844), close=2598835","1m CALL exit: EMA6(2597910) crossed below EMA9(2598040), close=2596780"
1440,PUT,2025-12-15T11:35:00+05:30,2025-12-15T11:46:00+05:30,25963.05,25976.35,-13.30,11m0s,"1m PUT entry: EMA6(2597451) EMA9(2597693) < MA21(2597903), close=2596305","1m PUT exit: EMA6(2597277) crossed above EMA9(2597251), close=2597635"
1441,CALL,2025-12-15T11:48:00+05:30,2025-12-15T12:19:00+05:30,25992.45,26014.70,22.25,31m0s,"1m CALL entry: EMA6(2597967) EMA9(2597755) > MA21(2597631), close=2599245","1m CALL exit: EMA6(2601692) crossed below EMA9(2601710), close=2601470"
1442,CALL,2025-12-15T12:20:00+05:30,2025-12-15T12:27:00+05:30,26021.85,26014.30,-7.55,7m0s,"1m CALL re-entry: EMA6(2601833) EMA9(2601805) > MA21(2601702), close=2602185","1m CALL exit: EMA6(2601932) crossed below EMA9(2601969), close=2601430"
1443,PUT,2025-12-15T12:28:00+05:30,2025-12-15T12:31:00+05:30,26015.55,26023.20,-7.65,3m0s,"1m PUT entry: EMA6(2601825) EMA9(2601886) < MA21(2601919), close=2601555","1m PUT exit: EMA6(2602030) crossed above EMA9(2602005), close=2602320"
1444,PUT,2025-12-15T12:41:00+05:30,2025-12-15T12:51:00+05:30,26015.80,26017.35,-1.55,10m0s,"1m PUT entry: EMA6(2602057) EMA9(2602124) < MA21(2602185), close=2601580","1m PUT exit: EMA6(2601372) crossed above EMA9(2601351), close=2601735"
1445,PUT,2025-12-15T12:56:00+05:30,2025-12-15T13:00:00+05:30,26010.00,26021.05,-11.05,4m0s,"1m PUT re-entry: EMA6(2601394) EMA9(2601413) < MA21(2601502), close=2601000","1m PUT exit: EMA6(2601577) crossed above EMA9(2601518), close=2602105"
1446,PUT,2025-12-15T13:23:00+05:30,2025-12-15T13:35:00+05:30,26031.75,26032.60,-0.85,12m0s,"1m PUT entry: EMA6(2603237) EMA9(2603287) < MA21(2603289), close=2603175","1m PUT exit: EMA6(2602985) crossed above EMA9(2602953), close=2603260"
1447,CALL,2025-12-15T13:39:00+05:30,2025-12-15T13:43:00+05:30,26030.35,26027.85,-2.50,4m0s,"1m CALL entry: EMA6(2603001) EMA9(2602984) > MA21(2602960), close=2603035","1m CALL exit: EMA6(2602996) crossed below EMA9(2603004), close=2602785"
1448,PUT,2025-12-15T13:44:00+05:30,2025-12-15T13:48:00+05:30,26025.45,26031.05,-5.60,4m0s,"1m PUT entry: EMA6(2602867) EMA9(2602912) < MA21(2602924), close=2602545","1m PUT exit: EMA6(2602932) crossed above EMA9(2602924), close=2603105"
1449,PUT,2025-12-15T13:51:00+05:30,2025-12-15T13:54:00+05:30,26021.60,26032.95,-11.35,3m0s,"1m PUT entry: EMA6(2602776) EMA9(2602829) < MA21(2602926), close=2602160","1m PUT exit: EMA6(2602951) crossed above EMA9(2602926), close=2603295"
1450,PUT,2025-12-15T13:56:00+05:30,2025-12-15T14:02:00+05:30,26027.75,26037.00,-9.25,6m0s,"1m PUT re-entry: EMA6(2602888) EMA9(2602890) < MA21(2602924), close=2602775","1m PUT exit: EMA6(2602921) crossed above EMA9(2602845), close=2603700"
1451,PUT,2025-12-15T14:08:00+05:30,2025-12-15T14:19:00+05:30,26011.70,26014.15,-2.45,11m0s,"1m PUT entry: EMA6(2602587) EMA9(2602718) < MA21(2602837), close=2601170","1m PUT exit: EMA6(2601285) crossed above EMA9(2601275), close=2601415"
1452,PUT,2025-12-15T14:23:00+05:30,2025-12-15T14:24:00+05:30,26010.05,26013.70,-3.65,1m0s,"1m PUT re-entry: EMA6(2601310) EMA9(2601314) < MA21(2601531), close=2601005","1m PUT exit: EMA6(2601327) crossed above EMA9(2601325), close=2601370"
1453,CALL,2025-12-15T14:25:00+05:30,2025-12-15T14:32:00+05:30,26015.75,26011.35,-4.40,7m0s,"1m CALL entry: EMA6(2601398) EMA9(2601375) > MA21(2601340), close=2601575","1m CALL exit: EMA6(2601450) crossed below EMA9(2601463), close=2601135"
1454,PUT,2025-12-15T14:35:00+05:30,2025-12-15T14:40:00+05:30,26012.25,26015.50,-3.25,5m0s,"1m PUT entry: EMA6(2601368) EMA9(2601395) < MA21(2601410), close=2601225","1m PUT exit: EMA6(2601401) crossed above EMA9(2601399), close=2601550"
1455,CALL,2025-12-15T14:41:00+05:30,2025-12-15T15:02:00+05:30,26018.80,26030.35,11.55,21m0s,"1m CALL entry: EMA6(2601538) EMA9(2601496) > MA21(2601455), close=2601880","1m CALL exit: EMA6(2603339) crossed below EMA9(2603353), close=2603035"
1456,PUT,2025-12-15T15:16:00+05:30,2025-12-15T15:26:00+05:30,26026.40,26028.85,-2.45,10m0s,"1m PUT re-entry: EMA6(2602844) EMA9(2602864) < MA21(2602943), close=2602640","1m PUT exit: EMA6(2602583) crossed above EMA9(2602565), close=2602885"
1457,PUT,2025-12-15T15:27:00+05:30,2025-12-15T15:29:00+05:30,26023.75,26014.00,9.75,2m0s,"1m PUT re-entry: EMA6(2602524) EMA9(2602527) < MA21(2602659), close=2602375",end of day (15:29 close)
1458,CALL,2025-12-16T09:43:00+05:30,2025-12-16T09:56:00+05:30,25927.10,25924.60,-2.50,13m0s,"1m CALL entry: EMA6(2592388) EMA9(2592237) > MA21(2592141), close=2592710","1m CALL exit: EMA6(2593183) crossed below EMA9(2593246), close=2592460"
1459,PUT,2025-12-16T09:58:00+05:30,2025-12-16T10:17:00+05:30,25912.30,25901.20,11.10,19m0s,"1m PUT entry: EMA6(2592459) EMA9(2592703) < MA21(2592928), close=2591230","1m PUT exit: EMA6(2589471) crossed above EMA9(2589423), close=2590120"
1460,CALL,2025-12-16T10:18:00+05:30,2025-12-16T10:35:00+05:30,25909.75,25905.80,-3.95,17m0s,"1m CALL entry: EMA6(2589901) EMA9(2589734) > MA21(2589506), close=2590975","1m CALL exit: EMA6(2591172) crossed below EMA9(2591208), close=2590580"
1461,PUT,2025-12-16T10:36:00+05:30,2025-12-16T10:54:00+05:30,25903.40,25905.05,-1.65,18m0s,"1m PUT entry: EMA6(2590934) EMA9(2591034) < MA21(2591138), close=2590340","1m PUT exit: EMA6(2590366) crossed above EMA9(2590365), close=2590505"
1462,PUT,2025-12-16T10:55:00+05:30,2025-12-16T11:06:00+05:30,25901.55,25904.65,-3.10,11m0s,"1m PUT re-entry: EMA6(2590305) EMA9(2590323) < MA21(2590396), close=2590155","1m PUT exit: EMA6(2590080) crossed above EMA9(2590040), close=2590465"
1463,CALL,2025-12-16T11:07:00+05:30,2025-12-16T11:12:00+05:30,25909.60,25897.95,-11.65,5m0s,"1m CALL entry: EMA6(2590331) EMA9(2590224) > MA21(2590123), close=2590960","1m CALL exit: EMA6(2590205) crossed below EMA9(2590220), close=2589795"
1464,PUT,2025-12-16T11:16:00+05:30,2025-12-16T11:20:00+05:30,25895.90,25902.10,-6.20,4m0s,"1m PUT entry: EMA6(2589913) EMA9(2589990) < MA21(2590029), close=2589590","1m PUT exit: EMA6(2589984) crossed above EMA9(2589982), close=2590210"
1465,CALL,2025-12-16T11:23:00+05:30,2025-12-16T11:32:00+05:30,25907.25,25898.30,-8.95,9m0s,"1m CALL entry: EMA6(2590308) EMA9(2590221) > MA21(2590150), close=2590725","1m CALL exit: EMA6(2590225) crossed below EMA9(2590238), close=2589830"
1466,PUT,2025-12-16T11:33:00+05:30,2025-12-16T11:52:00+05:30,25893.35,25884.05,9.30,19m0s,"1m PUT entry: EMA6(2589971) EMA9(2590057) < MA21(2590088), close=2589335","1m PUT exit: EMA6(2588154) crossed above EMA9(2588125), close=2588405"
1467,CALL,2025-12-16T11:54:00+05:30,2025-12-16T11:58:00+05:30,25890.80,25877.15,-13.65,4m0s,"1m CALL entry: EMA6(2588458) EMA9(2588352) > MA21(2588207), close=2589080","1m CALL exit: EMA6(2588123) crossed below EMA9(2588163), close=2587715"
1468,PUT,2025-12-16T11:59:00+05:30,2025-12-16T12:06:00+05:30,25876.05,25883.65,-7.60,7m0s,"1m PUT entry: EMA6(2587975) EMA9(2588051) < MA21(2588079), close=2587605","1m PUT exit: EMA6(2587863) crossed above EMA9(2587847), close=2588365"
1469,CALL,2025-12-16T12:08:00+05:30,2025-12-16T12:37:00+05:30,25883.75,25891.50,7.75,29m0s,"1m CALL entry: EMA6(2588118) EMA9(2588040) > MA21(2588019), close=2588375","1m CALL exit: EMA6(2590082) crossed below EMA9(2590156), close=2589150"
1470,PUT,2025-12-16T12:38:00+05:30,2025-12-16T12:52:00+05:30,25888.70,25895.80,-7.10,14m0s,"1m PUT entry: EMA6(2589736) EMA9(2589899) < MA21(2589924), close=2588870","1m PUT exit: EMA6(2588783) crossed above EMA9(2588758), close=2589580"
1471,PUT,2025-12-16T12:55:00+05:30,2025-12-16T12:58:00+05:30,25884.25,25896.55,-12.30,3m0s,"1m PUT re-entry: EMA6(2588767) EMA9(2588784) < MA21(2588948), close=2588425","1m PUT exit: EMA6(2588845) crossed above EMA9(2588815), close=2589655"
1472,PUT,2025-12-16T13:05:00+05:30,2025-12-16T13:12:00+05:30,25878.45,25890.75,-12.30,7m0s,"1m PUT entry: EMA6(2588598) EMA9(2588713) < MA21(2588722), close=2587845","1m PUT exit: EMA6(2588615) crossed above EMA9(2588578), close=2589075"
1473,CALL,2025-12-16T13:14:00+05:30,2025-12-16T13:18:00+05:30,25886.85,25878.65,-8.20,4m0s,"1m CALL entry: EMA6(2588780) EMA9(2588719) > MA21(2588679), close=2588685","1m CALL exit: EMA6(2588728) crossed below EMA9(2588745), close=2587865"
1474,CALL,2025-12-16T13:21:00+05:30,2025-12-16T13:56:00+05:30,25887.00,25912.60,25.60,35m0s,"1m CALL entry: EMA6(2588671) EMA9(2588688) > MA21(2588637), close=2588700","1m CALL exit: EMA6(2591652) crossed below EMA9(2591675), close=2591260"
1475,PUT,2025-12-16T13:58:00+05:30,2025-12-16T14:40:00+05:30,25899.60,25864.35,35.25,42m0s,"1m PUT entry: EMA6(2591077) EMA9(2591257) < MA21(2591414), close=2589960","1m PUT exit: EMA6(2586121) crossed above EMA9(2586085), close=2586435"
1476,PUT,2025-12-16T15:05:00+05:30,2025-12-16T15:26:00+05:30,25864.55,25852.85,11.70,21m0s,"1m PUT entry: EMA6(2587352) EMA9(2587523) < MA21(2587691), close=2586455","1m PUT exit: EMA6(2585033) crossed above EMA9(2585022), close=2585285"
1477,PUT,2025-12-16T15:27:00+05:30,2025-12-16T15:29:00+05:30,25843.85,25851.35,-7.50,2m0s,"1m PUT re-entry: EMA6(2584848) EMA9(2584894) < MA21(2585365), close=2584385",end of day (15:29 close)
1478,PUT,2025-12-17T09:42:00+05:30,2025-12-17T10:19:00+05:30,25904.75,25848.75,56.00,37m0s,"1m PUT entry: EMA6(2591299) EMA9(2591360) < MA21(2591379), close=2590475","1m PUT exit: EMA6(2584047) crossed above EMA9(2583992), close=2584875"
1479,PUT,2025-12-17T10:22:00+05:30,2025-12-17T10:43:00+05:30,25831.85,25823.50,8.35,21m0s,"1m PUT re-entry: EMA6(2583815) EMA9(2583863) < MA21(2583946), close=2583185","1m PUT exit: EMA6(2581763) crossed above EMA9(2581729), close=2582350"
1480,CALL,2025-12-17T10:45:00+05:30,2025-12-17T10:54:00+05:30,25818.65,25818.35,-0.30,9m0s,"1m CALL entry: EMA6(2581832) EMA9(2581793) > MA21(2581788), close=2581865","1m CALL exit: EMA6(2582271) crossed below EMA9(2582299), close=2581835"
1481,PUT,2025-12-17T10:56:00+05:30,2025-12-17T11:02:00+05:30,25805.85,25829.60,-23.75,6m0s,"1m PUT entry: EMA6(2581481) EMA9(2581710) < MA21(2581920), close=2580585","1m PUT exit: EMA6(2581999) crossed above EMA9(2581908), close=2582960"
1482,CALL,2025-12-17T11:05:00+05:30,2025-12-17T11:21:00+05:30,25824.95,25836.05,11.10,16m0s,"1m CALL entry: EMA6(2582237) EMA9(2582131) > MA21(2582080), close=2582495","1m CALL exit: EMA6(2583863) crossed below EMA9(2583873), close=2583605"
1483,PUT,2025-12-17T11:24:00+05:30,2025-12-17T11:40:00+05:30,25828.25,25827.80,0.45,16m0s,"1m PUT entry: EMA6(2583266) EMA9(2583420) < MA21(2583531), close=2582825","1m PUT exit: EMA6(2582092) crossed above EMA9(2582011), close=2582780"
1484,CALL,2025-12-17T11:41:00+05:30,2025-12-17T11:53:00+05:30,25830.20,25830.45,0.25,12m0s,"1m CALL entry: EMA6(2582357) EMA9(2582213) > MA21(2582125), close=2583020","1m CALL exit: EMA6(2583460) crossed below EMA9(2583460), close=2583045"
1485,PUT,2025-12-17T11:57:00+05:30,2025-12-17T12:19:00+05:30,25825.45,25808.30,17.15,22m0s,"1m PUT entry: EMA6(2582909) EMA9(2583037) < MA21(2583105), close=2582545","1m PUT exit: EMA6(2580290) crossed above EMA9(2580231), close=2580830"
1486,PUT,2025-12-17T12:26:00+05:30,2025-12-17T12:44:00+05:30,25791.00,25795.30,-4.30,18m0s,"1m PUT entry: EMA6(2579795) EMA9(2579929) < MA21(2580030), close=2579100","1m PUT exit: EMA6(2579026) crossed above EMA9(2579003), close=2579530"
1487,CALL,2025-12-17T12:45:00+05:30,2025-12-17T12:55:00+05:30,25795.85,25782.95,-12.90,10m0s,"1m CALL entry: EMA6(2579186) EMA9(2579119) > MA21(2579051), close=2579585","1m CALL exit: EMA6(2579451) crossed below EMA9(2579589), close=2578295"
1488,PUT,2025-12-17T12:56:00+05:30,2025-12-17T13:04:00+05:30,25785.10,25794.90,-9.80,8m0s,"1m PUT entry: EMA6(2579182) EMA9(2579373) < MA21(2579398), close=2578510","1m PUT exit: EMA6(2578938) crossed above EMA9(2578918), close=2579490"
1489,CALL,2025-12-17T13:07:00+05:30,2025-12-17T13:14:00+05:30,25799.35,25791.45,-7.90,7m0s,"1m CALL entry: EMA6(2579561) EMA9(2579410) > MA21(2579372), close=2579935","1m CALL exit: EMA6(2579343) crossed below EMA9(2579359), close=2579145"
1490,CALL,2025-12-17T13:18:00+05:30,2025-12-17T13:32:00+05:30,25795.50,25800.50,5.00,14m0s,"1m CALL re-entry: EMA6(2579330) EMA9(2579327) > MA21(2579205), close=2579550","1m CALL exit: EMA6(2580676) crossed below EMA9(2580734), close=2580050"
1491,PUT,2025-12-17T13:35:00+05:30,2025-12-17T13:48:00+05:30,25795.50,25794.30,1.20,13m0s,"1m PUT entry: EMA6(2580123) EMA9(2580291) < MA21(2580391), close=2579550","1m PUT exit: EMA6(2579154) crossed above EMA9(2579145), close=2579430"
1492,PUT,2025-12-17T13:50:00+05:30,2025-12-17T13:53:00+05:30,25790.00,25793.65,-3.65,3m0s,"1m PUT re-entry: EMA6(2579096) EMA9(2579106) < MA21(2579322), close=2579000","1m PUT exit: EMA6(2579117) crossed above EMA9(2579108), close=2579365"
1493,CALL,2025-12-17T13:54:00+05:30,2025-12-17T13:55:00+05:30,25793.60,25783.90,-9.70,1m0s,"1m CALL entry: EMA6(2579187) EMA9(2579158) > MA21(2579107), close=2579360","1m CALL exit: EMA6(2578959) crossed below EMA9(2579005), close=2578390"
1494,CALL,2025-12-17T13:59:00+05:30,2025-12-17T14:03:00+05:30,25795.45,25787.65,-7.80,4m0s,"1m CALL entry: EMA6(2579098) EMA9(2579055) > MA21(2578980), close=2579545","1m CALL exit: EMA6(2579032) crossed below EMA9(2579048), close=2578765"
1495,CALL,2025-12-17T14:04:00+05:30,2025-12-17T14:11:00+05:30,25793.35,25789.20,-4.15,7m0s,"1m CALL re-entry: EMA6(2579119) EMA9(2579106) > MA21(2579061), close=2579335","1m CALL exit: EMA6(2579201) crossed below EMA9(2579227), close=2578920"
1496,CALL,2025-12-17T14:14:00+05:30,2025-12-17T14:24:00+05:30,25798.50,25797.55,-0.95,10m0s,"1m CALL entry: EMA6(2579357) EMA9(2579317) > MA21(2579190), close=2579850","1m CALL exit: EMA6(2580637) crossed below EMA9(2580690), close=2579755"
1497,PUT,2025-12-17T14:27:00+05:30,2025-12-17T14:34:00+05:30,25794.25,25811.10,-16.85,7m0s,"1m PUT entry: EMA6(2579944) EMA9(2580135) < MA21(2580216), close=2579425","1m PUT exit: EMA6(2580127) crossed above EMA9(2580045), close=2581110"
1498,PUT,2025-12-17T14:37:00+05:30,2025-12-17T14:45:00+05:30,25783.60,25798.00,-14.40,8m0s,"1m PUT re-entry: EMA6(2579568) EMA9(2579705) < MA21(2580289), close=2578360","1m PUT exit: EMA6(2579134) crossed above EMA9(2579090), close=2579800"
1499,CALL,2025-12-17T14:49:00+05:30,2025-12-17T15:10:00+05:30,25807.25,25817.05,9.80,21m0s,"1m CALL entry: EMA6(2579639) EMA9(2579480) > MA21(2579303), close=2580725","1m CALL exit: EMA6(2581912) crossed below EMA9(2581918), close=2581705"
1500,PUT,2025-12-17T15:15:00+05:30,2025-12-17T15:23:00+05:30,25812.95,25821.95,-9.00,8m0s,"1m PUT entry: EMA6(2581626) EMA9(2581696) < MA21(2581797), close=2581295","1m PUT exit: EMA6(2581667) crossed above EMA9(2581607), close=2582195"
1501,CALL,2025-12-17T15:24:00+05:30,2025-12-17T15:29:00+05:30,25825.95,25821.80,-4.15,5m0s,"1m CALL entry: EMA6(2581932) EMA9(2581805) > MA21(2581752), close=2582595",end of day (15:29 close)
1502,PUT,2025-12-18T09:29:00+05:30,2025-12-18T09:55:00+05:30,25780.05,25755.35,24.70,26m0s,"1m PUT re-entry: EMA6(2578937) EMA9(2579024) < MA21(2579718), close=2578005","1m PUT exit: EMA6(2574905) crossed above EMA9(2574857), close=2575535"
1503,PUT,2025-12-18T09:57:00+05:30,2025-12-18T09:59:00+05:30,25745.05,25748.75,-3.70,2m0s,"1m PUT re-entry: EMA6(2574772) EMA9(2574780) < MA21(2575213), close=2574505","1m PUT exit: EMA6(2574806) crossed above EMA9(2574802), close=2574875"
1504,PUT,2025-12-18T10:00:00+05:30,2025-12-18T10:05:00+05:30,25736.80,25750.95,-14.15,5m0s,"1m PUT re-entry: EMA6(2574484) EMA9(2574577) < MA21(2574734), close=2573680","1m PUT exit: EMA6(2574614) crossed above EMA9(2574594), close=2575095"
1505,PUT,2025-12-18T10:51:00+05:30,2025-12-18T10:59:00+05:30,25841.70,25850.05,-8.35,8m0s,"1m PUT entry: EMA6(2584677) EMA9(2584800) < MA21(2584827), close=2584170","1m PUT exit: EMA6(2584661) crossed above EMA9(2584635), close=2585005"
1506,PUT,2025-12-18T11:02:00+05:30,2025-12-18T11:21:00+05:30,25838.75,25840.30,-1.55,19m0s,"1m PUT re-entry: EMA6(2584434) EMA9(2584487) < MA21(2584820), close=2583875","1m PUT exit: EMA6(2583282) crossed above EMA9(2583218), close=2584030"
1507,CALL,2025-12-18T11:22:00+05:30,2025-12-18T11:43:00+05:30,25843.85,25851.40,7.55,21m0s,"1m CALL entry: EMA6(2583597) EMA9(2583451) > MA21(2583267), close=2584385","1m CALL exit: EMA6(2585470) crossed below EMA9(2585473), close=2585140"
1508,PUT,2025-12-18T11:44:00+05:30,2025-12-18T11:50:00+05:30,25851.55,25856.20,-4.65,6m0s,"1m PUT entry: EMA6(2585380) EMA9(2585409) < MA21(2585445), close=2585155","1m PUT exit: EMA6(2585195) crossed above EMA9(2585177), close=2585620"
1509,CALL,2025-12-18T11:52:00+05:30,2025-12-18T12:05:00+05:30,25866.20,25858.55,-7.65,13m0s,"1m CALL entry: EMA6(2585750) EMA9(2585585) > MA21(2585406), close=2586620","1m CALL exit: EMA6(2586425) crossed below EMA9(2586482), close=2585855"
1510,PUT,2025-12-18T12:07:00+05:30,2025-12-18T12:09:00+05:30,25861.60,25873.50,-11.90,2m0s,"1m PUT entry: EMA6(2586211) EMA9(2586300) < MA21(2586346), close=2586160","1m PUT exit: EMA6(2586584) crossed above EMA9(2586533), close=2587350"
1511,PUT,2025-12-18T12:25:00+05:30,2025-12-18T12:27:00+05:30,25866.65,25876.50,-9.85,2m0s,"1m PUT entry: EMA6(2586979) EMA9(2587074) < MA21(2587154), close=2586665","1m PUT exit: EMA6(2587282) crossed above EMA9(2587261), close=2587650"
1512,CALL,2025-12-18T12:29:00+05:30,2025-12-18T12:50:00+05:30,25879.85,25886.20,6.35,21m0s,"1m CALL entry: EMA6(2587628) EMA9(2587523) > MA21(2587485), close=2587985","1m CALL exit: EMA6(2589124) crossed below EMA9(2589176), close=2588620"
1513,PUT,2025-12-18T12:51:00+05:30,2025-12-18T13:04:00+05:30,25886.65,25885.05,1.60,13m0s,"1m PUT entry: EMA6(2588993) EMA9(2589074) < MA21(2589084), close=2588665","1m PUT exit: EMA6(2588285) crossed above EMA9(2588270), close=2588505"
1514,PUT,2025-12-18T13:06:00+05:30,2025-12-18T13:07:00+05:30,25881.20,25884.10,-2.90,1m0s,"1m PUT re-entry: EMA6(2588211) EMA9(2588222) < MA21(2588430), close=2588120","1m PUT exit: EMA6(2588268) crossed above EMA9(2588259), close=2588410"
1515,CALL,2025-12-18T13:08:00+05:30,2025-12-18T13:11:00+05:30,25885.30,25874.10,-11.20,3m0s,"1m CALL entry: EMA6(2588343) EMA9(2588314) > MA21(2588306), close=2588530","1m CALL exit: EMA6(2588080) crossed below EMA9(2588142), close=2587410"
1516,PUT,2025-12-18T13:14:00+05:30,2025-12-18T13:26:00+05:30,25879.80,25878.10,1.70,12m0s,"1m PUT entry: EMA6(2588064) EMA9(2588098) < MA21(2588139), close=2587980","1m PUT exit: EMA6(2587104) crossed above EMA9(2587092), close=2587810"
1517,PUT,2025-12-18T13:29:00+05:30,2025-12-18T13:51:00+05:30,25867.15,25852.90,14.25,22m0s,"1m PUT re-entry: EMA6(2587132) EMA9(2587138) < MA21(2587309), close=2586715","1m PUT exit: EMA6(2584975) crossed above EMA9(2584956), close=2585290"
1518,CALL,2025-12-18T13:53:00+05:30,2025-12-18T13:57:00+05:30,25857.85,25844.05,-13.80,4m0s,"1m CALL entry: EMA6(2585265) EMA9(2585171) > MA21(2585034), close=2585785","1m CALL exit: EMA6(2585058) crossed below EMA9(2585094), close=2584405"
1519,CALL,2025-12-18T14:32:00+05:30,2025-12-18T14:38:00+05:30,25826.10,25796.80,-29.30,6m0s,"1m CALL entry: EMA6(2580791) EMA9(2580402) > MA21(2580026), close=2582610","1m CALL exit: EMA6(2580467) crossed below EMA9(2580508), close=2579680"
1520,PUT,2025-12-18T14:42:00+05:30,2025-12-18T14:56:00+05:30,25793.90,25800.65,-6.75,14m0s,"1m PUT entry: EMA6(2579592) EMA9(2579782) < MA21(2579836), close=2579390","1m PUT exit: EMA6(2579070) crossed above EMA9(2579030), close=2580065"
1521,PUT,2025-12-18T14:58:00+05:30,2025-12-18T15:00:00+05:30,25787.10,25799.50,-12.40,2m0s,"1m PUT re-entry: EMA6(2578935) EMA9(2578947) < MA21(2579101), close=2578710","1m PUT exit: EMA6(2579157) crossed above EMA9(2579093), close=2579950"
1522,PUT,2025-12-18T15:21:00+05:30,2025-12-18T15:25:00+05:30,25815.50,25817.65,-2.15,4m0s,"1m PUT entry: EMA6(2581710) EMA9(2581702) < MA21(2581711), close=2581550","1m PUT exit: EMA6(2581671) crossed above EMA9(2581667), close=2581765"
1523,PUT,2025-12-18T15:26:00+05:30,2025-12-18T15:27:00+05:30,25816.20,25818.60,-2.40,1m0s,"1m PUT re-entry: EMA6(2581656) EMA9(2581658) < MA21(2581686), close=2581620","1m PUT exit: EMA6(2581715) crossed above EMA9(2581698), close=2581860"
1524,CALL,2025-12-18T15:28:00+05:30,2025-12-18T15:29:00+05:30,25820.15,25815.65,-4.50,1m0s,"1m CALL entry: EMA6(2581800) EMA9(2581761) > MA21(2581752), close=2582015",end of day (15:29 close)
1525,CALL,2025-12-19T10:01:00+05:30,2025-12-19T10:05:00+05:30,25962.15,25942.70,-19.45,4m0s,"1m CALL entry: EMA6(2595778) EMA9(2595626) > MA21(2595497), close=2596215","1m CALL exit: EMA6(2595461) crossed below EMA9(2595520), close=2594270"
